id	content
867	\n　　　　　　檐头水滴\n\n　　有学僧请问“柏树子”公案。归省禅师说：“我不这么对你说，你还信吗？”学僧说：“和尚所说，怎敢不信呢？”归省禅师说：“你还听见檐头水滴的声音吗？”学僧忽然开悟，不觉失声地说：“耶！”
868	\n\n\n　　归省禅师说：“你见到了什么？”学僧以颂回答：“檐头水滴，分名历历。打破乾坤，当下心息。”归省禅师感到十分欣然。
869	\n　　　　　　百鸟献花\n\n\n\n　　相传牛头法融禅师初到牛头山，住\n\n在幽栖寺北面的山洞里参禅打坐，在他\n\n住的洞口，每天都有许多鸟衔花来供养\n\n他，有时鸟儿达到几百只，遮住了洞前\n\n的一片天空。\n
870	\n\n【长相思·其二  】\n\n\n　　　　　日色欲尽花含烟，\n　　　　　月明欲素愁不眠。\n　　　　　赵瑟初停凤凰柱，\n　　　　　蜀琴欲奏鸳鸯弦。 \n　　　　　此曲有意无人传，\n　　　　　愿随春风寄燕然。\n　　　　　忆君迢迢隔青天，\n　　　　　昔日横波目，\n　　　　　今作流泪泉。  \n　　　　　不信妾断肠，\n　　　　　归来看取明镜前。 
871	\n　　　　　　不敢说苦\n\n　　道谦禅师与好友宗圆结伴参访行脚，途中宗圆因不堪跋山涉水的疲困，三番五次闹着要回去。道谦就安慰他说：“我们已发心出来参学，而且也走了这么远的路，现在半途放弃回去，实在可惜。这样吧，从现在起，一路上如果可以替你做旳事，我一定为你代劳，但只有五件事我帮不上忙。”
872	\n\n\n　　宗圆问道：“哪五件事呢？”\n　　道谦非常自然地说道：“穿衣、吃饭、屙屎、撒尿、走路。”\n　　宗圆终于言下大悟，从此再也不敢说辛苦了。 
873	　　　　　　不昧因果\n\n　　百丈怀海禅师是马祖道一的传人。一天，百丈禅师说法圆满，大众皆离去，独有一老者还逗留不去，百丈就问老者：“请问阁下是何许人？”\n　　老者答道：“我不是人，而是只野狐。迦叶尊者在世的时候，我就曾在此山修行，曾有一位学僧问我：‘大修行人还有因果轮回吗？’我当时答道：‘不落因果轮回。’正是由于这一句话答差了，才使得我五百世投身于狐类，不能获得暇满的人身。我诚心恳请禅师开示，希望能脱离野狐之身。”\n　　百丈禅师听后，慈悲地说道：“请问吧!”
874	\n\n　　老者合掌问道：“大修行人还落入因果轮回吗？”\n　　百丈禅师答道：“不昧因果，我们不应该为因果之事所束缚，而应超脱因果。”老者立刻大彻大悟，向禅师施礼，并说道：“我已脱野狐之身啦!就坐在石岩下的岩洞内，请大师给那个亡僧超度吧!”\n　　百丈禅师便命纠察僧击鼓鸣钟，并告诉大众：吃过饭后给亡僧超度。大众不解其义，纷纷议论起来。饭后，百丈禅师领导寺内大众，到后山石岩下的岩洞内，用拄杖从草丛中挑起一具野狐的死尸，嘱咐依循亡僧的仪礼进行火葬。 
875	\n　　　　　寸丝不挂\n\n　　温州净居寺比丘尼玄机前来参访雪峰禅师。\n　　雪峰问：“从何处来？”\n　　玄机答：“大日山。”\n　　雪峰又问：“日出了沒有？”\n　　玄机回答：“日出就会融化雪峰。”\n　　雪峰问：“你名叫什么？”\n　　回答：“玄机。”\n　　又问：“每天织多少？”\n　　玄机回答：“寸丝不挂。”
876	\n\n\n　　问到这里，我们也能感觉到，这位比丘尼很懂得禅门的机锋，回答很有禅味、禅机。但是，当她“礼拜而退”，告辞就向外走的时候，雪峰禅师突然喊住她：“你的袈裟拖在地上啦！”\n　　玄机回头一看，禅师笑着说：“好一个寸丝不挂﹗”
877	\n\n　　丹霞禅师住在彗林寺时，因为冬天极为寒冷，就将木雕佛像拿来烧了取暖。路人经过看见，便指责他对佛像大不敬。\n\n　　丹霞说：“我烧佛像是为了取得舍利子。并非对佛不敬。”\n\n　　路人讥笑他说：“佛像是用木头做的，怎么可能烧得出舍利子？”
878	\n\n　　丹霞回答说：“既然你们也知道佛像是用木头做的，那我也不过就是在烧木头而已。又何来不敬？”\n\n　　要知道内心有佛的人，到处都是佛，不须执着于表象的偶像崇拜。
879	\n【佛法大意】\n\n\n\n　　达摩大师晚年欲归西土时，嘱咐门人将平时所悟的佛法大意各各说出，若有所得，即传法付衣，为东土二代祖师。当时有个门人道副答曰：『如我所见，不执文字，不离文字，而为道用。』\n\n　　达摩曰：『汝得吾皮。』\n\n　　尼姑总持曰：『我今所解，如庆喜见阿 佛，一见不复再见。』\n　　达摩曰：『汝得我肉。』
880	\n\n\n\n\n\n　　又有门人曰：『四大皆空，五阴非有，如我见处，无一法可得。』\n\n　　达摩曰：『汝得吾骨。』\n\n　　最后，神光礼拜，依位而立，默然不语，达摩曰：『汝得吾髓。』即付衣与他，为东土第二代祖师。 
881	\n\n【佛性无差】\n\n\n\n　　慧能三岁丧父，自幼未曾读书识字，以卖柴为生。二四岁时，有一人读诵《金刚经》，颇有领悟。当这个出身寒微的岭南打柴人决定千里迢迢去湖北投拜弘忍为师。刚一见到弘忍，弘忍劈头就问：『你是哪里人啊？你到这深山老林来礼拜我，是想求什么东西呢？』慧能答道：『学生我住在岭南，是新州的一个打柴人，今天我不远万里来礼拜您，不为别的事，只求作佛。』
882	\n\n\n\n\n\n\n　　弘忍听罢斥责道：『你是岭南人，又是打柴的，怎么能够作佛啊？！』\n\n　　慧能回答道：『人有南北之分，佛性又没有南北之分，打柴人虽然与和尚不同，佛性有何差别呢？』
883	\n【狗子佛性】\n\n\n\n　　有僧问赵州禅师：『狗子还有没有佛性呢？』\n\n　　赵州说：『无。』\n\n　　那个和尚又问：『上至诸佛，下至蝼蚁，皆有佛性，狗子为什么却无？』\n\n　　赵州说：『因为它有业识在。』\n\n　　又有和尚问赵州：『狗子还有没有佛性？』
884	\n\n\n\n\n\n\n　　赵州说：『有。』\n\n　　僧又问：『既有，为什么入这皮袋里来？』\n\n　　赵州说：『知而故犯。』
885	\n【火烧茅庵】\n\n\n　　有位老婆婆供养着一位二十年修禅的行者，经常派人为行者送饭。有一天，老婆婆为了考验行者的修行工夫，便吩咐一个妖媚的少女在送饭时抱住行者。这位少女按照老婆婆的嘱咐做了，可是行者不为所动。于是少女便问行者：『我抱住你的时候，你的感觉如何呢？』\n\n　　行者说：『我如同一棵早已枯死的树木，屹立在寸草无法生长的石头上，并处于隆冬之中，毫无感觉，即使你再抱我三年，我也不会动心。』
886	\n\n\n\n\n \n　　少女回去后，详细地向老婆婆作了汇报。老婆婆说：『真没想到！我二十年来只供养了一个自了的俗人而已！这算是什么修行呢？』\n\n　　于是老婆婆赶走了行者，一把火烧了茅庵。 
887	\n\n【懒惰】\n\n\n　　有一个禅师在佛殿里打坐，小偷进来想偷东西，这里找、那里找，什么东西也没有。要出门的时候，坐在佛殿里的禅师讲话了：『喂！你出去时替我把门关好！』\n\n　　小偷一听，吓了一跳，他鼓起勇气说︰『这么懒惰，难怪没有东西让我偷，连关门也要叫我来关。』\n\n　　老禅师说：『嘿！你这家伙没有良心，难道要我老和尚去辛苦，存了钱再让你来偷吗？』
888	\n【了无功德】\n\n\n　　南北朝时期，禅宗祖师达摩初来东土，那时梁武帝正致力于建寺、写经、造像，他满以为自己的所作所为一定能博得天竺高僧的赞赏，于是梁武帝问达摩：『我造佛塔无数，可有功德？』\n\n　　达摩对曰：『并无有功德。』\n\n　　梁武帝大吃一惊，忙问：『怎么会没有功德？』\n\n　　达摩回答：『这些事只是修福，并非修德。』
889	\n\n【路途不得力】\n\n\n　　有个莲花庵主在天台莲花峰茅棚里住庵修行，终日煮野菜根度日，不求名利， 有时为人开示机锋，传佛心印。\n\n　　有一天他手里拿着一根禅杖对来访的僧人说：『古人到这里为什么不肯住？』\n众人不知如何回答才好。\n\n　　前后二十多年，很多人对此呈见解，展机锋，但都不能令他满意。最后他只好自己代答道：『只因路途不得力。』
890	\n\n\n【绳断蛋破】\n\n\n　　马祖道一禅师是四川人,自南岳得道以后，就回到家乡来弘扬佛法。据说到家以后，只有他的一位嫂嫂很相信他，求他传授佛法。\n\n　　他笑着说：『你真的相信我啊！那你拿一个鸡蛋，把它悬空挂起来，每天早晚把耳朵贴到鸡蛋去听，等到它出声音和你讲话时，你就会得道了。』
891	\n\n\n\n\n\n　　嫂嫂果然深信不疑，一切照办。\n\n　　马祖走后，她听了多年，也听不到那个鸡蛋的声音。可是，她不灰心，照听不误。\n\n　　有一天，正当她听的时候，细绳子断了，鸡蛋落下打破了，嫂嫂因此而大彻大悟，得道了。  
892	\n　　　　　　哭婆婆\n\n　　一个老太太，整天坐在路口哭，被称为“哭婆婆”。\n　　一天，一位禅师路过此地，便问其缘由。老太太告诉禅师：她有两个女儿，一个嫁给了卖伞的人家，一个嫁给了卖鞋的人家。每当天晴的时候，她就想起了卖伞的女儿，想到她的伞会卖不出去，因此伤心而哭；而每当天下雨的时候，她又想起卖鞋的女儿，想她的鞋一定不好卖，因此也伤心落泪。
893	\n\n\n　　所以，无论天晴下雨，她总是在哭。禅师听罢，脱口便说：下雨的时候，你要想卖伞的女儿生意好，天晴的时候你要想卖鞋的女儿卖得好，这样你就自然不会哭了。听了禅师的一番话，老太太顿悟。\n　　从此，街头便有了一个总是乐呵呵的“笑婆婆”。  
894	\n　　　　　　十四难\n\n　　佛陀在世时，有一位比丘喜好思惟「十四难」的问题，他每天反复思考着这些问题，却无法找出答案，这令他寝食难安。有一天，比丘终于忍不住了，带着自己的衣钵走到佛陀的住处，跟佛陀说：「佛陀，请为我解答十四难的问题，如果我明白了，就继续留在僧团。如果您无法为我解答，我就要离开您，另寻名师了。」
895	\n\n\n　　佛陀看着这位比丘，感慨地说：「你真愚痴啊！我一生说法度众，帮助所有众生解脱老病死的烦恼。此老病死的问题才是当务之急。至于你问的十四难，只是无意义的辩论而已，对于实际的解脱烦恼而言，一点帮助也没有。如果解释给你听，既非真实道之理，对修行、解脱又有何助益。」
896	　　\n\n　　接着佛陀又举了一个譬喻继续说道：「就好像有人被毒箭射中了，亲人急着帮他找医生取出毒箭治疗，但是这个人却说不行。他要先知道医生姓什么？住那里？父母是谁？今年几岁？还要问清楚身上的箭是出自那一座山？用什么树木造的？用什么羽毛当箭翎？什么人制作的？射箭的弓是什么材质做的？箭上的毒药出自何地？药名是什么？……这位中箭受伤的人，非要等到问清全部的问题才肯接受治疗。」这时，佛陀停顿了一下，反问比丘：「这个人可不可以等到全部问题问完了，了解了，才拔箭上药啊？」
897	\n\n比丘不假思索地回答：「不可以。如果等到那个时候，早就毒发身亡，命丧黄泉了。」\n　　听到比丘的回答，佛陀慈悲地笑了笑继续说：「你现在的处境就是如此。被邪见的毒箭射中了，不赶快求医治病，非得要等到世间是常、无常、有边、无边等十四难问题解答了，才愿意拔箭疗伤。如果等到那个时候，早就丧失法身慧命，堕入三涂恶道的黑暗深渊了。」比丘听了佛陀的开示，心生惭愧。诚心领受佛陀的教导，昼夜依循佛法精进用功，最后证得阿罗汉果。 
898	\n　　　　　　风在动\n\n\n　　六祖慧能一日经过法净寺，看到两\n\n位僧人对着空中一面翻飞的布幡争论的\n\n面红耳赤。六祖一问才智在争论旗幡飘\n\n动的原因：一个说：“是风在动。”另\n\n一个说：“是幡在动”。双方各执一词\n\n
